"Theme","Topic","Author","Posted","Link","Views_20221218_004348","Replies_20221218_004348","Views_20221218_020911","Replies_20221218_020911","Views_20221218_031213","Replies_20221218_031213","Views_20221218_041302","Replies_20221218_041302","Views_20221218_051107","Replies_20221218_051107"
"Announcements & Nutritionists needed","Medair is Recruiting for Nutrition Managers","Anonymous 806","2021-03-22","https://www.en-net.org/question/4262.aspx",4405,NA,4405,NA,4405,NA,4405,NA,4405,NA
"Announcements & Nutritionists needed","Medair is Recruiting Health and Nutrition Advisor","Anonymous 806","2019-05-13","https://www.en-net.org/question/3647.aspx",5010,NA,5010,NA,5010,NA,5011,NA,5011,NA
"Announcements & Nutritionists needed","Medair is Recruiting Health and Nutrition Advisor - Short Term","Anonymous 806","2019-05-13","https://www.en-net.org/question/3648.aspx",5363,NA,5363,NA,5363,NA,5364,NA,5365,NA
"Announcements & Nutritionists needed","Medair is Recruiting Health Manager","Anonymous 806","2019-05-13","https://www.en-net.org/question/3649.aspx",5296,NA,5296,NA,5296,NA,5297,NA,5297,NA
"Announcements & Nutritionists needed","Medair is Recruiting Health Project Manager","Anonymous 806","2019-05-13","https://www.en-net.org/question/3650.aspx",5207,NA,5207,NA,5207,NA,5208,NA,5208,NA
"Announcements & Nutritionists needed","Medair is Recruiting Mental Health & Psychosocial Support (MHPSS) Project Manager","Anonymous 806","2019-05-13","https://www.en-net.org/question/3651.aspx",4998,NA,4998,NA,4998,NA,4999,NA,4999,NA
"Announcements & Nutritionists needed","Medair is Recruiting Nutrition Advisor","Anonymous 806","2019-05-13","https://www.en-net.org/question/3652.aspx",5439,NA,5439,NA,5439,NA,5440,NA,5440,NA
"Announcements & Nutritionists needed","Medair is Recruiting Nutrition Advisor","Anonymous 806","2019-05-29","https://www.en-net.org/question/3675.aspx",5463,NA,5463,NA,5463,NA,5464,NA,5464,NA
"Announcements & Nutritionists needed","Medair is Recruiting Nutrition Manager, Generic","Anonymous 806","2019-05-13","https://www.en-net.org/question/3653.aspx",5175,NA,5175,NA,5175,NA,5176,NA,5176,NA
"Announcements & Nutritionists needed","Medair is Recruiting Nutrition Project Manager","Anonymous 806","2019-05-13","https://www.en-net.org/question/3654.aspx",4951,NA,4951,NA,4951,NA,4952,NA,4952,NA
"Announcements & Nutritionists needed","Medair is Recruiting Nutrition Project Manager","Anonymous 806","2019-05-24","https://www.en-net.org/question/3666.aspx",5363,NA,5363,NA,5363,NA,5364,NA,5364,NA
"Announcements & Nutritionists needed","Medair is Recruiting Nutrition Technical Manager","Anonymous 806","2019-05-13","https://www.en-net.org/question/3655.aspx",5018,NA,5018,NA,5018,NA,5019,NA,5019,NA
"Announcements & Nutritionists needed","Medair is Recruiting Senior Health and Nutrition Advisor","Anonymous 806","2019-05-13","https://www.en-net.org/question/3656.aspx",5542,NA,5542,NA,5542,NA,5543,NA,5543,NA
"Announcements & Nutritionists needed","Medair is seeking a FRENCH-SPEAKING Health & Nutrition Project Manager in Chad","Anonymous 806","2013-11-19","https://www.en-net.org/question/1204.aspx",8544,NA,8544,NA,8544,NA,8544,NA,8544,NA
"Announcements & Nutritionists needed","Medair is seeking a FRENCH-SPEAKING Nutrition Project Manager (BCC) in Chad","Anonymous 806","2013-11-19","https://www.en-net.org/question/1205.aspx",8699,NA,8699,NA,8699,NA,8699,NA,8699,NA
"Announcements & Nutritionists needed","MEDAIR is seeking a Nutrition Advisor for its programme in Afghanistan","Eliza Jockuat","2014-05-18","https://www.en-net.org/question/1371.aspx",8906,NA,8906,NA,8906,NA,8906,NA,8906,NA
"Announcements & Nutritionists needed","MEDAIR is seeking a Nutrition Manager in Afghanistan","Eliza Jockuat","2014-05-18","https://www.en-net.org/question/1372.aspx",8840,NA,8840,NA,8840,NA,8840,NA,8840,NA
"Announcements & Nutritionists needed","MEDAIR is seeking a Nutrition Project Manager for its field programme in Afghanistan","Eliza Jockuat","2014-05-18","https://www.en-net.org/question/1370.aspx",8684,NA,8684,NA,8684,NA,8684,NA,8684,NA
"Announcements & Nutritionists needed","MEDAIR is seeking a Project Manager - Food Security for its programme in Haiti","Eliza Jockuat","2014-10-17","https://www.en-net.org/question/1504.aspx",9181,NA,9181,NA,9181,NA,9181,NA,9181,NA
"Announcements & Nutritionists needed","Medair is seeking a Senior Health and Nutrition Advisor for our international HQ","Anonymous 806","2014-11-26","https://www.en-net.org/question/1548.aspx",9333,NA,9333,NA,9333,NA,9333,NA,9333,NA
"Announcements & Nutritionists needed","Medair is seeking Health Project Managers for its field programmes","Eliza Jockuat","2014-04-27","https://www.en-net.org/question/1350.aspx",8158,NA,8158,NA,8158,NA,8158,NA,8158,NA
"Announcements & Nutritionists needed","Medair Seeking Consultant for Qualitative Case Study Research on Humanitarian Tools","Wendy Dyment","2019-09-16","https://www.en-net.org/question/3763.aspx",5428,NA,5428,NA,5429,NA,5430,NA,5430,NA
"Announcements & Nutritionists needed","Medair seeks a Food Security Advisor for its programme in Afghanistan","Eliza Jockuat","2015-01-26","https://www.en-net.org/question/1594.aspx",8556,NA,8556,NA,8556,NA,8556,NA,8556,NA
"Announcements & Nutritionists needed","Medair seeks a Food Security, Project Manager","Medair HR Recruitment Assistant","2012-11-12","https://www.en-net.org/question/891.aspx",9617,NA,9618,NA,9619,NA,9619,NA,9619,NA
"Announcements & Nutritionists needed","Medair seeks a Health and Nutrition Advisor in Chad","Medair HR Recruitment Assistant","2012-11-12","https://www.en-net.org/question/892.aspx",9292,NA,9293,NA,9294,NA,9294,NA,9295,NA
"Announcements & Nutritionists needed","Medair seeks a Nutrition Project Manager in Afghanistan","Alan Mason","2015-04-30","https://www.en-net.org/question/1704.aspx",8985,NA,8985,NA,8985,NA,8985,NA,8985,NA
"Announcements & Nutritionists needed","Medair seeks a Nutrition Project Manager in Afghanistan","Tamsin","2010-10-11","https://www.en-net.org/question/279.aspx",9398,NA,9399,NA,9399,NA,9399,NA,9399,NA
"Announcements & Nutritionists needed","Medair seeks Health Manager (s) - (Supervising Nurse or Doctor) for its programme in Sierra Leone","Eliza Jockuat","2015-01-05","https://www.en-net.org/question/1583.aspx",9284,NA,9284,NA,9284,NA,9284,NA,9284,NA
"Announcements & Nutritionists needed","Medair seeks Health Project Managers for programmes in D. R. Congo","Eliza Jockuat","2014-12-05","https://www.en-net.org/question/1565.aspx",8240,NA,8240,NA,8240,NA,8240,NA,8240,NA
"Announcements & Nutritionists needed","Medair seeks Nutrition Manager for Afghanistan","Tamsin","2010-12-21","https://www.en-net.org/question/321.aspx",9255,NA,9256,NA,9257,NA,9257,NA,9257,NA
"Announcements & Nutritionists needed","Medair Vacancy - Health & Nutrition Advisor (Syrian Crisis)","Eliza Jockuat","2015-01-26","https://www.en-net.org/question/1595.aspx",9489,NA,9490,NA,9490,NA,9490,NA,9490,NA
"Announcements & Nutritionists needed","Médecins Sans Frontières Spain is looking for a Nutrition Referent Advisor","Nina Potapova","2017-02-22","https://www.en-net.org/question/2812.aspx",7757,NA,7757,NA,7757,NA,7757,NA,7757,NA
"Announcements & Nutritionists needed","Médecins Sans Frontières Spain is looking for a Nutrition Referent Advisor","Nina Potapova","2017-03-03","https://www.en-net.org/question/2827.aspx",8177,NA,8178,NA,8178,NA,8178,NA,8178,NA
"Announcements & Nutritionists needed","Medical Advisor for Medair in Somaliland","Anonymous 806","2011-09-27","https://www.en-net.org/question/537.aspx",8610,NA,8610,NA,8610,NA,8610,NA,8611,NA
"Announcements & Nutritionists needed","Meeting: iCCM & Nut technical meeting in NYC 11-12 Dec, 2014","Casie Tesfai","2014-09-29","https://www.en-net.org/question/1492.aspx",9267,NA,9268,NA,9268,NA,9268,NA,9268,NA
"Announcements & Nutritionists needed","Mental Health & Psychosocial Support (MHPSS) Project Manager/ Medair","Anonymous 806","2019-03-22","https://www.en-net.org/question/3604.aspx",6124,NA,6124,NA,6124,NA,6125,NA,6125,NA
"Announcements & Nutritionists needed","Midterm Evaluation Consultant needed for nutrition capacity-building project in Myanmar","Leslie Koo","2014-03-26","https://www.en-net.org/question/1316.aspx",9153,NA,9153,NA,9153,NA,9153,NA,9153,NA
"Announcements & Nutritionists needed","MIHR seeking MAMI consultant - deadline to apply 23 Aug 2021","Kelsey Grey","2021-08-17","https://www.en-net.org/question/4377.aspx",3729,NA,3729,NA,3729,NA,3730,NA,3730,NA
"Announcements & Nutritionists needed","Minimum Reporting Package for SFPS: project leader VACANCY (closes March 14th)","Victoria Sibson","2012-03-03","https://www.en-net.org/question/666.aspx",9359,NA,9359,NA,9360,NA,9360,NA,9360,NA
"Announcements & Nutritionists needed","Mother-led MUAC Webinar on 4 April 2017","Loria Kulathungam","2017-03-24","https://www.en-net.org/question/2863.aspx",9220,NA,9222,NA,9222,NA,9222,NA,9222,NA
"Announcements & Nutritionists needed","Movement Secretariat: Two exciting new advocacy and communications positions","Tamsin","2017-06-08","https://www.en-net.org/question/2954.aspx",7829,NA,7830,NA,7830,NA,7830,NA,7830,NA
"Announcements & Nutritionists needed","Mozambique: WFP seeks a Consultant with experience in Coverage Surveys","filippo dibari","2018-05-26","https://www.en-net.org/question/3335.aspx",6057,NA,6057,NA,6057,NA,6057,NA,6057,NA
"Announcements & Nutritionists needed","MQSUN+ Consultancy to Assess Quality of Emergency Nutrition Response in Emergency, North East Nigeria","Blene Hailu","2018-08-06","https://www.en-net.org/question/3410.aspx",5575,NA,5575,NA,5575,NA,5575,NA,5575,NA
"Announcements & Nutritionists needed","MRC grant: Develop and evaluate innovative methods to study adolescent health","Stephanie Ray","2022-09-07","https://www.en-net.org/question/4665.aspx",423,NA,423,NA,423,NA,423,NA,423,NA
"Announcements & Nutritionists needed","MSc Health Promotion, fully funded scholarship","Carol Williams","2017-04-30","https://www.en-net.org/question/2911.aspx",8004,NA,8004,NA,8004,NA,8004,NA,8004,NA
"Announcements & Nutritionists needed","MSF Belgium is looking for a  HQ nutrition adviser","Pascale Delchevalerie","2016-03-07","https://www.en-net.org/question/2390.aspx",8969,NA,8970,NA,8970,NA,8970,NA,8970,NA
"Announcements & Nutritionists needed","MSF is looking for a NUTRITION MOBILE SUPPORT TECHNICIAN","Montse Escruela i Cabrera","2022-08-05","https://www.en-net.org/question/4646.aspx",600,NA,600,NA,600,NA,601,NA,601,NA
"Announcements & Nutritionists needed","MSF is recruiting Leader of the MSF nutrition working group (readvertised) 50%","Lena Schneider (MSF)","2021-06-22","https://www.en-net.org/question/4336.aspx",3857,NA,3857,NA,3857,NA,3857,NA,3857,NA
"Announcements & Nutritionists needed","MSF-Spain is looking for an Intersectional Nutrition Focal Point (based in Ethiopia)","Nina Potapova","2016-03-11","https://www.en-net.org/question/2399.aspx",8985,NA,8985,NA,8985,NA,8985,NA,8985,NA
"Announcements & Nutritionists needed","MSF-Swiss is recruiting a flying Nutrition&Pediatrics officer","Nathalie AVRIL","2021-04-01","https://www.en-net.org/question/4266.aspx",4318,NA,4318,NA,4319,NA,4319,NA,4319,NA
"Announcements & Nutritionists needed","MUAC and WHZ as indicators of SAM - ENN produced report available","Marie McGrath","2013-03-22","https://www.en-net.org/question/1001.aspx",10592,NA,10593,NA,10593,NA,10593,NA,10593,NA
"Announcements & Nutritionists needed","Multi-sector nutrition programming webinar 19th March","Tamsin","2020-03-04","https://www.en-net.org/question/3871.aspx",6022,NA,6022,NA,6023,NA,6023,NA,6023,NA
"Announcements & Nutritionists needed","N-Team: MI accepting applications experts from a variety of nutrition experts","Tui Swinnen","2017-02-21","https://www.en-net.org/question/2811.aspx",7893,NA,7895,NA,7895,NA,7895,NA,7895,NA
"Announcements & Nutritionists needed","National Nutrition Cluster Co-coordinator South Sudan: Concern Worldwide","David Kilcline","2017-11-30","https://www.en-net.org/question/3155.aspx",8283,NA,8284,NA,8284,NA,8284,NA,8284,NA
"Announcements & Nutritionists needed","National Project Coordinator for a Nutrition related project in Laos","Tatiana Gheorghiu","2021-02-05","https://www.en-net.org/question/4199.aspx",4208,NA,4208,NA,4208,NA,4208,NA,4208,NA
"Announcements & Nutritionists needed","NCA Consultant Madhya Pradesh India","Rakesh","2014-09-05","https://www.en-net.org/question/1466.aspx",9689,NA,9691,NA,9691,NA,9691,NA,9691,NA
"Announcements & Nutritionists needed","Need for help – Last opportunity to participate in my survey on nutrition best practice - Deadline February 2nd 2017","Bonnix Kayabu","2017-01-17","https://www.en-net.org/question/2782.aspx",8383,NA,8383,NA,8383,NA,8384,NA,8384,NA
"Announcements & Nutritionists needed","Needed: Nutrition Emergency Team (NET) – South Sudan","Anonymous 1271","2014-03-20","https://www.en-net.org/question/1311.aspx",8987,NA,8987,NA,8987,NA,8987,NA,8987,NA
"Announcements & Nutritionists needed","Nepal Nutrition and Food Security Portal","Sophiya Uprety","2015-07-29","https://www.en-net.org/question/1845.aspx",8632,NA,8632,NA,8632,NA,8632,NA,8632,NA
"Announcements & Nutritionists needed","Network Development Officer, Database Manager","Thom Banks","2012-01-09","https://www.en-net.org/question/606.aspx",9336,NA,9336,NA,9336,NA,9336,NA,9336,NA
"Announcements & Nutritionists needed","New app to calculate the size of babies using the INTERGROWTH-21st Standards","Tamsin","2015-08-20","https://www.en-net.org/question/1886.aspx",8856,NA,8857,NA,8857,NA,8857,NA,8857,NA
"Announcements & Nutritionists needed","New article: Imperial College London’s Samrat Singh looks at what governments and their development partners can do to enable shattered agricultural markets to bounce back from the Ebola crisis.","Tamsin","2015-02-09","https://www.en-net.org/question/1616.aspx",13898,NA,13899,NA,13899,NA,13899,NA,13900,NA
"Announcements & Nutritionists needed","New CMAM Forum launched","Tamsin","2012-08-24","https://www.en-net.org/question/821.aspx",9503,NA,9503,NA,9504,NA,9506,NA,9506,NA
"Announcements & Nutritionists needed","New ENN publication - Nutrition Exchange","Tamsin","2012-06-20","https://www.en-net.org/question/762.aspx",10360,NA,10360,NA,10361,NA,10361,NA,10361,NA
"Announcements & Nutritionists needed","New Funding Opportunity for Local Organizations in Burkina Faso | Request for Applications","Katie Beck","2021-01-22","https://www.en-net.org/question/4185.aspx",4412,NA,4413,NA,4413,NA,4414,NA,4414,NA
"Announcements & Nutritionists needed","New Funding Opportunity for Local Organizations in Kenya | Request for Applications","Katie Beck","2021-01-06","https://www.en-net.org/question/4174.aspx",4288,NA,4289,NA,4289,NA,4290,NA,4290,NA
"Announcements & Nutritionists needed","New report published: Financing the sustainable scale up of CMAM in high burden countries","Iris Bollemeijer","2017-05-11","https://www.en-net.org/question/2922.aspx",7953,NA,7955,NA,7955,NA,7955,NA,7955,NA
"Announcements & Nutritionists needed","New WHO position on child health research","Tamsin","2021-04-28","https://www.en-net.org/question/4286.aspx",4230,NA,4230,NA,4231,NA,4231,NA,4231,NA
"Announcements & Nutritionists needed","next deadline for NEX8","Anonymous 3677","2017-04-27","https://www.en-net.org/question/2907.aspx",8682,NA,8683,NA,8683,NA,8683,NA,8683,NA
"Announcements & Nutritionists needed","NGO ACF IS LOOKING FOR A NUTRITION & HEALTH COORDINATOR IN SIERRA LEONE","Michael ALVES","2017-02-08","https://www.en-net.org/question/2804.aspx",7731,NA,7731,NA,7731,NA,7731,NA,7731,NA
"Announcements & Nutritionists needed","NGO ACTION CONTRE LA FAIM IS LOOKING FOR A NUTRITION CLUSTER CO-LEAD (YEMEN)","Michael ALVES","2018-04-09","https://www.en-net.org/question/3284.aspx",7397,NA,7397,NA,7397,NA,7397,NA,7397,NA
"Announcements & Nutritionists needed","Note-takers needed for Scenarios Workshop","Kerri Wazny","2019-03-19","https://www.en-net.org/question/3600.aspx",5503,NA,5503,NA,5503,NA,5504,NA,5504,NA
"Announcements & Nutritionists needed","NOURISH seminar on Nutrition, HIV, poverty, 3rd November, TCD","Sarah Glavey","2016-10-28","https://www.en-net.org/question/2703.aspx",8743,NA,8744,NA,8744,NA,8744,NA,8744,NA
"Announcements & Nutritionists needed","November 2021 Annual workshop of the Global Community of Practice on Scaling Development Outcomes","Tamsin","2021-09-26","https://www.en-net.org/question/4407.aspx",3797,NA,3797,NA,3798,NA,3798,NA,3798,NA
"Announcements & Nutritionists needed","Nutrition & Health Advisor , New York, Concern Worldwide","Regine Kopplow","2015-07-23","https://www.en-net.org/question/1839.aspx",9148,NA,9149,NA,9149,NA,9149,NA,9149,NA
"Announcements & Nutritionists needed","Nutrition & Health-2017 conference, Berlin, Germany?","Anonymous 598","2016-11-01","https://www.en-net.org/question/2710.aspx",8987,NA,8988,NA,8988,NA,8988,NA,8989,NA
"Announcements & Nutritionists needed","Nutrition Adviser - Bangladesh, Concern Worldwide","David Kilcline","2017-11-30","https://www.en-net.org/question/3154.aspx",8199,NA,8199,NA,8200,NA,8200,NA,8200,NA
"Announcements & Nutritionists needed","Nutrition Adviser Concern Worldwide (Bangladesh)","Sajia Mehjabeen","2020-07-09","https://www.en-net.org/question/4029.aspx",4983,NA,4983,NA,4984,NA,4984,NA,4984,NA
